date,time,picture_attached,file_path,text
2024-05-15,10:36:06,True,downloaded_images/20240515_103606.jpg,"NZD/JPY Sniper trade, SL 94.20 TARGET 9500. Chris"
2024-05-15,10:23:09,True,downloaded_images/20240515_102309.jpg,"Sniper trade on EUR/JPY massive risk to reward, 5.84 times. SL 168.30, TARGET 169.90. Chris"
