date,time,picture_attached,file_path,text
2024-05-13,15:55:27,True,downloaded_images/20240513_155527.jpg,Just in case you are not in the NZD/JPY. Buy. Chris
2024-05-13,11:16:03,True,downloaded_images/20240513_111603.jpg,"Fancy a sniper trade? CAD/JPY Pending buy at 113.85, SL 113.58 TARGET 114.78. Or buy now. Chris"
2024-05-13,08:52:22,True,downloaded_images/20240513_085222.jpg,EUR/JPY Let's go! Chris
2024-05-13,05:48:46,True,downloaded_images/20240513_054846.jpg,"GBP/NZD Divergence, CHOCH on Price Action Charts. Buy SL 2.0774, TARGET 2.1059. Chris"
