date,time,picture_attached,file_path,text
2024-05-15,10:46:16,True,downloaded_images/20240515_104616.jpg,GBP/JPY Trading idea. Chris
2024-05-15,10:15:16,True,downloaded_images/20240515_101516.jpg,"Potential buying opportunity for EUR/JPY, if price onto market structure. Chris"
