date,time,picture_attached,file_path,text
2024-05-10,08:38:32,True,downloaded_images/20240510_083832.jpg,EUR/CHF BOS buy. Chris
2024-05-10,06:13:25,True,downloaded_images/20240510_061325.jpg,NZD/CHF Another BUY signal. Chris
2024-05-10,06:09:49,True,downloaded_images/20240510_060949.jpg,NZD/JPY BOS pending order - BUY. Chris
